observed_on,user_name,url,latitude,longitude,private_latitude,private_longitude,place_county_name,place_state_name,scientific_name,common_name,taxon_order_name,taxon_suborder_name,taxon_family_name,taxon_genus_name,taxon_species_name,field:2x4 odonate survey unit,field:count,,,,
2023-10-28,,https://www.inaturalist.org/observations/189525470,36.0250848,-82.32759151,,,Yancey,North Carolina,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.49515067,-82.6177075
2023-12-30,,https://www.inaturalist.org/observations/195327789,35.96210568,-82.84507058,35.94744126,-82.8956765,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.71969154,-82.71296334
2023-12-30,,https://www.inaturalist.org/observations/195331567,35.97302613,-82.9966982,35.94741785,-82.89562926,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.50169,-82.593995
2024-02-04,,https://www.inaturalist.org/observations/198457259,35.806169,-82.9967534,35.94747109,-82.895674,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.92877073,-82.8811267
2024-02-04,,https://www.inaturalist.org/observations/198457260,35.80320151,-82.88531202,35.94748027,-82.8955607,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.92537469,-82.88024928
2024-03-27,,https://www.inaturalist.org/observations/204206549,35.94745443,-82.89560349,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.92545707,-82.88030162
2024-04-16,,https://www.inaturalist.org/observations/207684761,35.94746883,-82.89509642,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.92548415,-82.8803077
2024-04-16,,https://www.inaturalist.org/observations/207684763,35.94748403,-82.89497036,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.93267218,-82.88525127
2024-08-09,,https://www.inaturalist.org/observations/234774898,35.94746763,-82.89555797,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.94734041,-82.8958363
2024-08-09,,https://www.inaturalist.org/observations/234774899,35.83402299,-82.80432852,35.94746747,-82.89552645,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.9474051,-82.89548857
2024-10-13,,https://www.inaturalist.org/observations/247307416,35.85932127,-82.98106011,35.94745931,-82.89562289,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,35.92544564,-82.88029296
2025-02-10,,https://www.inaturalist.org/observations/261307979,35.73056483,-82.59539599,,,Buncombe,North Carolina,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,,
2025-03-09,,https://www.inaturalist.org/observations/264882423,35.92375226,-82.85941075,,,Madison,North Carolina,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,24FB03/09/25-1,1,,,,
2025-07-03,,https://www.inaturalist.org/observations/295286953,35.993063,-82.82433966,35.94747757,-82.89561227,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,,
2025-07-03,,https://www.inaturalist.org/observations/295286957,35.94750124,-82.89550833,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,,
2025-07-03,,https://www.inaturalist.org/observations/295286958,35.94750016,-82.89556064,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,,
2025-07-03,,https://www.inaturalist.org/observations/295286960,35.9475045,-82.89545469,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,,
2025-07-03,,https://www.inaturalist.org/observations/295286961,35.94751318,-82.89540243,,,Greene,Tennessee,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,,
2025-08-09,,https://www.inaturalist.org/observations/305088126,35.92400647,-82.85867483,,,Madison,North Carolina,Macromia alleghaniensis,Allegheny River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia alleghaniensis,,1,,,,
2023-04-06,,https://www.inaturalist.org/observations/153876138,35.83877183,-82.8734627,35.94699183,-82.89624243,Greene,Tennessee,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2023-12-18,,https://www.inaturalist.org/observations/194546629,35.91976101,-82.8592049,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2023-12-23,,https://www.inaturalist.org/observations/194692340,35.919749,-82.859177,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2024-03-15,,https://www.inaturalist.org/observations/202598265,35.89483674,-82.82294065,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2024-03-15,,https://www.inaturalist.org/observations/202599456,35.89489912,-82.82296701,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2024-03-15,,https://www.inaturalist.org/observations/202604581,35.8948076,-82.82291459,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2024-03-15,,https://www.inaturalist.org/observations/202606780,35.89489597,-82.8229493,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2024-12-23,,https://www.inaturalist.org/observations/256030604,35.89506511,-82.82301707,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2024-12-23,,https://www.inaturalist.org/observations/256030611,35.89497236,-82.82295929,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2025-04-14,,https://www.inaturalist.org/observations/270738153,35.92392127,-82.85969199,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2025-04-14,,https://www.inaturalist.org/observations/270738155,35.92044446,-82.86145896,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2025-04-15,,https://www.inaturalist.org/observations/270738152,35.9203157,-82.86188264,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2025-08-04,,https://www.inaturalist.org/observations/303873964,35.50171428,-82.59401793,,,Buncombe,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,24BC08/04/25-2,1,,,,
2025-08-09,,https://www.inaturalist.org/observations/305086003,35.923592,-82.859285,,,Madison,North Carolina,Macromia illinoiensis,Swift River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia illinoiensis,,1,,,,
2022-12-22,,https://www.inaturalist.org/observations/148527457,35.8727837,-82.8943157,35.94712049,-82.89596196,Greene,Tennessee,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2023-04-24,,https://www.inaturalist.org/observations/156508769,35.92794695,-82.83936697,35.97429904,-82.84931698,Greene,Tennessee,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2023-04-24,,https://www.inaturalist.org/observations/156514490,35.89530011,-82.88198026,35.97338743,-82.85594811,Greene,Tennessee,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2023-04-24,,https://www.inaturalist.org/observations/157394357,35.95843226,-82.90756923,35.94752213,-82.89499286,Greene,Tennessee,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2023-10-14,,https://www.inaturalist.org/observations/187558687,35.832883,-82.91282299,35.88917029,-82.82799606,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2024-04-16,,https://www.inaturalist.org/observations/207684760,35.84503842,-82.85806623,35.94743833,-82.89530759,Greene,Tennessee,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2024-05-01,,https://www.inaturalist.org/observations/219015734,35.87825316,-82.67487201,35.8401843,-82.71413143,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2024-06-07,,https://www.inaturalist.org/observations/221178125,35.75298772,-82.5190309,35.73042261,-82.59543787,Buncombe,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2024-06-07,,https://www.inaturalist.org/observations/232468995,35.92717777,-82.63897223,35.840208,-82.714021,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2024-08-12,,https://www.inaturalist.org/observations/235408139,35.88685975,-82.76423501,35.95499601,-82.70579906,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2024-10-09,,https://www.inaturalist.org/observations/246987250,35.90032169,-82.75573984,35.95497999,-82.70576336,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2024-11-06,,https://www.inaturalist.org/observations/252220279,35.88916899,-80.58550967,35.91842189,-80.54793213,Davie,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258793457,35.7297648,-82.44937658,35.730611,-82.595307,Buncombe,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24RFarm01/16/25-1,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258794779,35.68780635,-82.45041889,35.73063807,-82.59536214,Buncombe,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24RFarm01/16/25-1,2,,,,
2025-03-24,,https://www.inaturalist.org/observations/266834703,35.98138472,-82.78141335,35.95471133,-82.70599559,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24LCC03/24/25-1,1,,,,
2025-04-09,,https://www.inaturalist.org/observations/270555964,35.93982589,-82.67457744,35.84023667,-82.71380654,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2025-04-09,,https://www.inaturalist.org/observations/270555966,35.93934498,-82.66366023,35.84024277,-82.71378911,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,,1,,,,
2025-04-30,,https://www.inaturalist.org/observations/277168690,35.92064346,-82.94466407,,,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24SCStairs04/30/25-1,1,,,,
2025-06-05,,https://www.inaturalist.org/observations/288345768,35.92814938,-82.6933872,,,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24LCC06/05/25-3,2,,,,
2025-06-11,,https://www.inaturalist.org/observations/290490242,35.93327628,-82.74392423,35.95564128,-82.70486786,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24WD06/11/25-2,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290520480,35.80395873,-82.64013088,35.95409539,-82.70785988,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24BG06/11/25-2,1,,,,
2025-06-15,,https://www.inaturalist.org/observations/289987401,35.9965581,-82.69901238,35.95467356,-82.70603792,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24LCC06/06/25-1,1,,,,
2025-06-15,,https://www.inaturalist.org/observations/289987413,35.81395403,-82.68171838,35.95474045,-82.7060017,Madison,North Carolina,Macromia margarita,Mountain River Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia margarita,24LCC06/06/25-2,1,,,,
2022-12-22,,https://www.inaturalist.org/observations/144891387,35.95660333,-82.88558833,,,Greene,Tennessee,Macromia transversa,Stream Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia transversa,,1,,,,
2023-12-31,,https://www.inaturalist.org/observations/195424712,35.83331186,-82.86539015,35.95676348,-82.88450907,Greene,Tennessee,Macromia transversa,Stream Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia transversa,,4,,,,
2024-02-18,,https://www.inaturalist.org/observations/200141056,35.92515,-82.88050204,,,Madison,North Carolina,Macromia transversa,Stream Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia transversa,,1,,,,
2024-03-04,,https://www.inaturalist.org/observations/201737531,35.93995551,-82.97001751,35.9255639,-82.88040539,Madison,North Carolina,Macromia transversa,Stream Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia transversa,,1,,,,
2024-03-28,,https://www.inaturalist.org/observations/204337340,35.93268309,-82.88528114,,,Madison,North Carolina,Macromia transversa,Stream Cruiser,Odonata,Anisoptera,Macromiidae,Macromia,Macromia transversa,,1,,,,
2021-12-03,,https://www.inaturalist.org/observations/102497278,35.98621546,-82.9022152,35.92480172,-82.86195429,Madison,North Carolina,Neurocordulia yamaskanensis,Stygian Shadowdragon,Odonata,Anisoptera,Corduliidae,Neurocordulia,Neurocordulia yamaskanensis,,1,,,,
2023-03-26,,https://www.inaturalist.org/observations/152449515,35.75925309,-82.71996594,35.719614,-82.712983,Madison,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,,1,,,,
2023-09-12,,https://www.inaturalist.org/observations/193604868,35.85453549,-81.20442713,35.97186,-81.242583,Alexander,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,,7,,,,
2024-11-06,,https://www.inaturalist.org/observations/250832019,35.98498288,-80.41964091,35.918317,-80.54759,Davie,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,,1,,,,
2025-01-28,,https://www.inaturalist.org/observations/259922848,35.71384839,-82.56136269,35.72498861,-82.59981275,Buncombe,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,24Flatcreek01/28/25-1,3,,,,
2025-01-28,,https://www.inaturalist.org/observations/260102896,35.76074713,-82.78766749,35.72409966,-82.60044679,Buncombe,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,24Flatcreek01/28/25-2,1,,,,
2025-02-10,,https://www.inaturalist.org/observations/261307977,35.73134831,-82.51866908,35.73054672,-82.59543916,Buncombe,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,,1,,,,
2025-02-10,,https://www.inaturalist.org/observations/261307978,35.79105225,-82.574875,35.73052346,-82.59540672,Buncombe,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,,1,,,,
2025-04-09,,https://www.inaturalist.org/observations/270534723,35.93053104,-82.65657746,35.84021769,-82.71416387,Madison,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290469452,35.819886,-82.63844032,35.9547067,-82.7071451,Madison,North Carolina,Ophiogomphus incurvatus,Appalachian Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus incurvatus,24BG06/11/25-2,1,,,,
2022-03-24,,https://www.inaturalist.org/observations/110429225,35.87702644,-82.91745199,35.88123873,-82.83441564,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2022-03-24,,https://www.inaturalist.org/observations/147256669,35.82894625,-82.82876545,35.90140278,-82.82819444,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2023-03-10,,https://www.inaturalist.org/observations/150789494,35.92427291,-82.63251495,35.90811854,-82.76209276,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2023-04-10,,https://www.inaturalist.org/observations/154896602,35.8287842,-82.83549638,35.94745735,-82.89505382,Greene,Tennessee,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2024-03-27,,https://www.inaturalist.org/observations/204206551,35.90290322,-82.82711891,35.94736969,-82.89570237,Greene,Tennessee,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2024-07-16,,https://www.inaturalist.org/observations/229957130,35.88799697,-82.77374697,,,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2024-07-17,,https://www.inaturalist.org/observations/229944923,35.90961088,-82.78539693,,,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2024-08-14,,https://www.inaturalist.org/observations/235820352,35.91438326,-82.71045011,35.95479626,-82.70588489,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2024-10-20,,https://www.inaturalist.org/observations/248371552,35.93038168,-82.64507178,35.95506736,-82.70565324,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,,1,,,,
2025-03-24,,https://www.inaturalist.org/observations/267606282,35.97677622,-82.73757962,35.95521003,-82.70529975,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,24LCC03/24/25-2,1,,,,
2025-05-04,,https://www.inaturalist.org/observations/278605788,35.8279844,-82.96164548,35.90141944,-82.82831389,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,24RB04/30/25-1,2,,,,
2025-06-11,,https://www.inaturalist.org/observations/290471133,35.99787249,-82.64473795,35.9547067,-82.7071451,Madison,North Carolina,Ophiogomphus mainensis,Maine Snaketail,Odonata,Anisoptera,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,24WD06/11/25-1,1,,,,
2023-03-10,,https://www.inaturalist.org/observations/150879026,35.87689767,-82.7840322,35.90847071,-82.76131863,Madison,North Carolina,Phanogomphus descriptus,Harpoon Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus descriptus,,1,,,,
2023-10-14,,https://www.inaturalist.org/observations/187684332,35.91612439,-82.98869371,35.88940382,-82.82831134,Madison,North Carolina,Phanogomphus descriptus,Harpoon Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus descriptus,,1,,,,
2023-04-04,,https://www.inaturalist.org/observations/153514875,35.76161197,-82.98381915,,,Haywood,North Carolina,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-01-01,,https://www.inaturalist.org/observations/195521766,35.80912337,-82.93392337,35.95677178,-82.88445896,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205842562,35.9566243,-82.88531198,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205842563,35.95662647,-82.88527969,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205842564,35.95660259,-82.88534133,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205842565,35.95660259,-82.88531451,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205842566,35.95663407,-82.88525818,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205851133,35.97465719,-82.81371275,35.95654987,-82.88549169,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205851134,35.95659992,-82.88540122,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205851135,35.95662597,-82.8852832,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205851139,35.95664334,-82.88522419,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205851141,35.95668025,-82.88513836,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205851142,35.95671281,-82.88504714,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-04-05,,https://www.inaturalist.org/observations/205851143,35.95673018,-82.88497739,,,Greene,Tennessee,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2024-10-22,,https://www.inaturalist.org/observations/249242122,35.95571035,-82.70430808,,,Madison,North Carolina,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258701502,35.73278889,-82.61746111,,,Buncombe,North Carolina,Phanogomphus exilis,Lancet Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus exilis,24Flatcreek01/16/25-1,2,,,,
2022-01-06,,https://www.inaturalist.org/observations/104517505,35.9550718,-82.88851067,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2022-02-01,,https://www.inaturalist.org/observations/106069825,35.956697,-82.884492,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2022-12-21,,https://www.inaturalist.org/observations/144890638,35.95206471,-82.89179727,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2023-01-04,,https://www.inaturalist.org/observations/146030619,35.95396053,-82.89122274,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2023-03-26,,https://www.inaturalist.org/observations/152785963,35.71951551,-82.71303671,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2023-09-24,,https://www.inaturalist.org/observations/184768007,35.95487834,-82.70664167,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2023-10-16,,https://www.inaturalist.org/observations/187847167,35.88942958,-82.828337,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,3,,,,
2023-10-28,,https://www.inaturalist.org/observations/189525471,35.9197137,-82.38582765,,,Yancey,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2023-11-14,,https://www.inaturalist.org/observations/191044710,35.91981324,-82.85926373,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
